RMSE (en %);RMSE OOS (en %);Residuals Statio PValue;Predictor_1;Predictor_2;Coeff_1;Coeff_2;Transfo_1;Transfo_2;Priority_1;Priority_2;2-1;Is signif;Breusch-Pagan;Durbin Watson;Jarque Bera;R2;R2OOS
5,5;5,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;EUSA5_Curncy.Diff.t;1,19;1131,06;Level;Difference;1;1,0;0,11;0;0,31;0;21;0,92;0,42365569248734025
5,0;4,9;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Spread10Y6M.Diff.lag_3;0,8;-2031,13;Level;Difference;1;1,0;-0,11;0;0,26;0;4;0,94;0,4046111906322273
5,5;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;INSEE_ConfianceMenagesFR.Diff.lag_12;1,2;72,81;Level;Difference;1;1,0;-0,15;1;0,63;0;7;0,93;0,3470491130754352
6,4;8,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;RDB_Nominal.pct.lag_3;1,03;1104,07;Level;Growth_rate;1;1,0;0,89;1;0,72;0;1;0,9;0,3363826315319327
5,0;3,5;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread6M3M.lag_1;0,07;31808,32;Level;Level;1;1,0;-0,69;0;0,65;0;1;0,94;0,32330089540011164
6,4;8,3;0,0;RDB_Nominal.t;Spread5Y3M.Diff.lag_1;369,65;2405,9;Level;Difference;1;1,0;-0,07;1;0,88;0;39;0,91;0,3157940563796061
5,7;6,0;0,0;EUROSTAT_GDPEuroArea.lag_12;Spread10Y6M.lag_1;0,06;-32,37;Level;Level;1;1,0;-0,31;0;0,85;0;50;0,93;0,30907027313478763
5,4;5,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;BBG_TauxOat10Y.lag_1;1,14;-532,39;Level;Level;1;1,0;-0,67;1;0,24;0;10;0,93;0,30336431769353445
5,5;4,5;0,0;EUROSTAT_GDPEuroArea.lag_1;EUR006M_Index.t;0,06;1537,16;Level;Level;1;1,0;-0,9;0;0,37;0;5;0,92;0,3002942933116375
5,4;5,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;INSEE_ConfianceMenagesFR.lag_3;1,16;52,8;Level;Level;1;1,0;0,69;1;0,43;0;8;0,93;0,28198557654885603
5,7;5,7;0,0;INSEE_PIBFR.t;Spread6M3M.lag_1;0,37;32027,23;Level;Level;1;1,0;-0,7;0;0,78;0;1;0,92;0,27883760534692725
5,3;4,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Spread10Y3M.pct.lag_12;0,81;-4,09;Level;Growth_rate;1;1,0;0,18;0;0,4;0;11;0,93;0,2716051473030363
9,3;9,9;0,0;INSEE_ProductionIndustrielle_France.lag_3;INSEE_ConfianceMenagesFR.lag_3;1691,79;202,77;Level;Level;1;1,0;0,64;0;0,17;0;96;0,8;0,26899976541261506
5,5;5,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;INSEE_ConsommationFinaleMenagesFR.Diff.lag_1;1,2;0,26;Level;Difference;1;1,0;0,19;0;0,74;0;3;0,93;0,26510999666458046
5,3;4,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;EUR003M_Index.pct.lag_12;0,81;-0,27;Level;Growth_rate;1;1,0;0,1;1;0,38;1;12;0,93;0,26179343954541623
5,2;4,5;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread6M3M.lag_3;0,06;13127,26;Level;Level;1;1,0;-0,7;0;0,25;0;6;0,93;0,26121189990528937
5,5;5,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;INSEE_ProductionIndustrielle_France.pct.t;1,2;-113,25;Level;Growth_rate;1;1,0;0,12;0;0,57;0;9;0,92;0,26040564435491964
5,4;4,5;0,0;EUROSTAT_GDPEuroArea.t;CPI_Excl_Tabac.Diff.t;0,06;381,79;Level;Difference;1;1,0;0,22;1;0,33;0;29;0,93;0,25962124615697724
5,5;5,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;SpreadOAT10Y6M.lag_1;1,19;-391,5;Level;Level;1;1,0;-0,49;1;0,58;0;4;0,93;0,2570247371338854
5,5;5,4;0,0;EUROSTAT_GDPEuroArea.t;INSEE_ConfianceMenagesFR.pct.lag_12;0,06;3,18;Level;Growth_rate;1;1,0;-0,04;0;0,5;0;41;0,93;0,2547239162049554
5,4;4,9;0,0;EUROSTAT_GDPEuroArea.lag_1;EURONEXT_CAC40.t;0,07;-1,77;Level;Level;1;1,0;0,86;1;0,41;1;21;0,93;0,25434434294700203
5,5;4,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;Spread6M3M.t;1,28;28385,99;Level;Level;1;1,0;-0,69;1;0,65;0;10;0,93;0,25385191508907223
6,4;5,8;0,0;PIB_Reel.t;EUROSTAT_GDPEuroArea.Diff.t;330,14;0,0;Level;Difference;1;1,0;0,05;0;0,75;0;6;0,9;0,25384376138993825
5,6;5,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;INSEE_ConfianceMenagesFR.t;1,18;13,49;Level;Level;1;1,0;0,68;0;0,51;0;10;0,92;0,2515586720910783
5,3;4,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;CPI_Excl_Tabac.lag_1;1,45;-758,83;Level;Level;1;1,0;0,94;1;0,55;0;7;0,93;0,25076769424490275
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;STOXX_EUROSTOXX50.lag_1;0,06;-1,65;Level;Level;1;1,0;0,49;1;0,6;0;4;0,93;0,2501676259144865
5,3;4,6;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Spread10Y6M.lag_1;0,8;-363,4;Level;Level;1;1,0;-0,3;0;0,51;0;9;0,93;0,24952789932376307
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread5Y3M.t;0,06;199,72;Level;Level;1;1,0;-0,19;0;0,54;0;9;0,92;0,24662826204105903
6,1;7,3;0,0;INSEE_PIBFR.lag_1;INSEE_ConsommationFinaleMenagesFR.pct.t;0,34;-220,05;Level;Growth_rate;1;1,0;0,4;0;0,29;0;13;0,91;0,2465087371935517
5,5;5,3;0,0;EUROSTAT_GDPEuroArea.lag_1;SP_SP500.lag_12;0,06;1,27;Level;Level;1;1,0;0,95;0;0,35;0;10;0,92;0,2458093786083282
6,3;9,1;0,0;RDB_Nominal.lag_1;EUROSTAT_GDPEuroArea.Diff.lag_1;373,37;0,05;Level;Difference;1;1,0;0,04;1;0,21;0;43;0,9;0,2408825932324753
6,1;7,0;0,0;INSEE_PIBFR.lag_1;BBG_TauxOat10Y.Diff.lag_1;0,33;816,1;Level;Difference;1;1,0;0,01;0;0,88;0;22;0,91;0,23905673740967825
5,4;4,7;0,0;EUROSTAT_GDPEuroArea.lag_3;SpreadOat10Y3M.lag_1;0,06;99,95;Level;Level;1;1,0;-0,54;0;0,46;0;18;0,93;0,23891462182150147
5,5;6,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread5Y3M.lag_1;1,21;-639,55;Level;Level;1;1,0;-0,19;0;0,44;0;5;0,93;0,23867756768320036
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_1;0,06;-0,28;Level;Difference;1;1,0;0,26;0;0,57;0;18;0,93;0,23824243617401675
5,7;5,9;0,0;EUROSTAT_GDPEuroArea.lag_12;SpreadOat10Y3M.lag_1;0,06;-237,92;Level;Level;1;1,0;-0,52;0;0,78;0;51;0,93;0,23733023499040073
5,5;5,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;EUR003M_Index.pct.t;1,19;0,49;Level;Growth_rate;1;1,0;-0,05;1;0,47;0;4;0,92;0,23705533585994876
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.t;EURONEXT_CAC40.Diff.lag_1;0,06;0,1;Level;Difference;1;1,0;0,03;1;0,3;0;40;0,93;0,23676695896560196
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.t;Spread5Y3M.t;0,06;165,15;Level;Level;1;1,0;-0,19;0;0,52;0;42;0,93;0,23609447135656803
5,5;6,0;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread10Y6M.lag_1;1,2;-404,27;Level;Level;1;1,0;-0,29;0;0,6;0;4;0,93;0,2354810754785308
5,5;5,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread10Y6M.t;1,21;-200,08;Level;Level;1;1,0;-0,29;0;0,75;0;4;0,92;0,23456692116297484
6,1;5,1;0,0;PIB_Reel.t;INSEE_ConfianceMenagesFR.lag_3;307,26;87,27;Level;Level;1;1,0;0,68;1;0,24;0;10;0,91;0,233771718419996
5,5;6,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Spread10Y6M.lag_1;1,18;-510,02;Level;Level;1;1,0;-0,29;0;0,34;0;8;0,92;0,23340045726726033
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.t;Spread10Y6M.lag_1;0,06;74,56;Level;Level;1;1,0;-0,32;0;0,53;0;41;0,93;0,23235826195090037
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread10Y3M.Diff.t;0,06;203,52;Level;Difference;1;1,0;0,03;1;0,4;0;21;0,93;0,23193804520747252
5,5;4,7;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread10Y6M.Diff.t;0,06;-99,0;Level;Difference;1;1,0;0,03;1;0,34;0;8;0,92;0,23158475475530493
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread10Y6M.t;0,06;92,57;Level;Level;1;1,0;-0,31;0;0,52;0;9;0,92;0,23145878192917446
5,5;5,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread5Y6M.Diff.t;1,21;1833,21;Level;Difference;1;1,0;0,03;0;0,31;0;18;0,93;0,2311894971461269
5,5;4,7;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread5Y3M.lag_1;0,06;38,49;Level;Level;1;1,0;-0,21;0;0,52;0;8;0,92;0,2309606699472191
5,5;4,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread6M3M.t;1,27;15562,84;Level;Level;1;1,0;-0,66;1;0,79;0;4;0,93;0,23095808688911523
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread5Y6M.Diff.t;0,06;-341,13;Level;Difference;1;1,0;0,08;1;0,45;0;7;0,92;0,2308481284151832
5,5;4,7;0,0;EUROSTAT_GDPEuroArea.lag_12;Spread6M3M.pct.lag_1;0,06;9,52;Level;Growth_rate;1;1,0;0,11;0;0,46;0;19;0,93;0,230826145193598
5,3;4,6;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;EURONEXT_CAC40.pct.lag_1;0,8;-25,42;Level;Growth_rate;1;1,0;-0,27;1;0,55;0;6;0,93;0,23046664147357176
5,4;4,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;STOXX_EUROSTOXX50.pct.lag_1;1,19;-31,16;Level;Growth_rate;1;1,0;-0,33;1;0,67;0;4;0,93;0,23032992657498852
5,5;5,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_1;1,21;0,26;Level;Difference;1;1,0;0,22;0;0,69;0;5;0,93;0,2302197155915101
5,3;4,4;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;INSEE_InvestEntreprisesNonFinancieresFR.Diff.t;0,81;-0,32;Level;Difference;1;1,0;0,21;0;0,51;0;5;0,93;0,23014916774605754
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;EUROSTAT_GDPEuroArea.Diff.t;0,06;-0,03;Level;Difference;1;1,0;0,08;0;0,36;0;3;0,92;0,23006465966692824
5,3;4,5;0,0;EUROSTAT_GDPEuroArea.lag_12;EUROSTAT_GDPEuroArea.pct.t;0,06;817,81;Level;Growth_rate;1;1,0;0,28;0;0,71;0;41;0,93;0,23005864442215507
5,3;5,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;STOXX_EUROSTOXX50.pct.t;1,15;-47,94;Level;Growth_rate;1;1,0;-0,24;1;0,35;1;10;0,93;0,23005860342711537
5,4;5,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;CPI_Excl_Tabac.pct.lag_3;1,26;-587,84;Level;Growth_rate;1;1,0;0,68;0;0,6;0;4;0,93;0,2300525145708575
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread5Y3M.Diff.t;0,06;279,96;Level;Difference;1;1,0;0,07;1;0,45;0;20;0,93;0,2300143606806243
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;CPI_Excl_Tabac.pct.t;0,06;32,69;Level;Growth_rate;1;1,0;0,67;0;0,48;0;8;0,92;0,22998909605720597
5,4;4,9;0,0;EUROSTAT_GDPEuroArea.t;INSEE_ConfianceMenagesFR.Diff.t;0,06;-64,56;Level;Difference;1;1,0;-0,1;0;0,08;0;67;0,93;0,2299806262462275
5,4;4,7;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread10Y6M.Diff.t;0,06;129,65;Level;Difference;1;1,0;0,02;1;0,42;0;20;0,93;0,22997124142114067
5,4;5,0;0,0;EUROSTAT_GDPEuroArea.lag_1;STOXX_EUROSTOXX50.pct.t;0,06;-36,61;Level;Growth_rate;1;1,0;-0,27;1;0,57;1;4;0,93;0,22996989646099275
5,5;4,5;0,0;EUROSTAT_GDPEuroArea.lag_1;INSEE_PIBFR.pct.lag_1;0,06;-713,3;Level;Growth_rate;1;1,0;0,74;0;0,6;0;12;0,93;0,2299131498033986
5,4;4,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Chomage.Diff.t;0,8;-1142,46;Level;Difference;1;1,0;-0,35;0;0,35;0;16;0,93;0,2299130447489186
5,5;5,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;SpreadOat10Y3M.Diff.t;1,19;655,79;Level;Difference;1;1,0;0,06;0;0,29;0;22;0,92;0,2299012296859938
5,4;4,8;0,0;EUROSTAT_GDPEuroArea.t;BBG_TauxOat10Y.pct.t;0,06;-2,9;Level;Growth_rate;1;1,0;0,01;1;0,6;0;31;0,93;0,22990012596298337
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;SpreadOat10Y3M.Diff.t;0,06;132,24;Level;Difference;1;1,0;0,09;1;0,34;0;21;0,93;0,22981741709673897
5,4;4,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;EURONEXT_CAC40.pct.lag_1;1,19;-31,89;Level;Growth_rate;1;1,0;-0,26;1;0,68;0;3;0,93;0,22975240202566882
5,4;4,5;0,0;EUROSTAT_GDPEuroArea.t;INSEE_PIBFR.pct.t;0,06;-854,53;Level;Growth_rate;1;1,0;0,7;0;0,63;0;56;0,93;0,22965652921577306
5,3;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread5Y6M.Diff.t;0,06;102,77;Level;Difference;1;1,0;0,07;1;0,47;0;19;0,93;0,22964350586080462
5,1;4,6;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;SpreadOat10Y3M.Diff.lag_3;0,8;-1165,86;Level;Difference;1;1,0;-0,05;0;0,34;0;4;0,93;0,22894966829093621
6,5;10,0;0,0;RDB_Nominal.lag_1;Spread10Y3M.lag_1;380,54;670,06;Level;Level;1;1,0;-0,39;0;0,7;0;52;0,9;0,22844182880944952
5,3;4,8;0,0;EUROSTAT_GDPEuroArea.lag_3;INSEE_InvestEntreprisesNonFinancieresFR.pct.t;0,06;-73,86;Level;Growth_rate;1;1,0;0,48;0;0,51;0;17;0,93;0,228291529313712
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.t;EUSA5_Curncy.pct.t;0,06;-0,41;Level;Growth_rate;1;1,0;0,03;1;0,24;0;42;0,93;0,22700413366213412
5,5;4,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Chomage.lag_1;1,33;834,42;Level;Level;1;1,0;-0,95;1;0,66;0;6;0,93;0,22622957603939375
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.t;Spread10Y3M.lag_1;0,06;155,86;Level;Level;1;1,0;-0,36;0;0,53;0;41;0,93;0,22518690809726782
5,1;4,9;0,0;EUROSTAT_GDPEuroArea.lag_3;RDB_Nominal.Diff.lag_12;0,06;-270,34;Level;Difference;1;1,0;0,72;1;0,2;0;10;0,93;0,22512108749894133
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread10Y3M.Diff.t;0,06;-5,96;Level;Difference;1;1,0;0,04;1;0,33;0;8;0,92;0,22485249128069895
5,5;4,7;0,0;EUROSTAT_GDPEuroArea.lag_1;EUR006M_Index.Diff.lag_1;0,06;4613,54;Level;Difference;1;1,0;0,17;1;0,76;0;7;0,93;0,22485079185177503
5,5;5,3;0,0;EUROSTAT_GDPEuroArea.lag_1;EUSA10_Curncy.pct.lag_1;0,06;-4,32;Level;Growth_rate;1;1,0;-0,01;0;0,55;0;5;0,93;0,22484662213172357
5,4;4,7;0,0;EUROSTAT_GDPEuroArea.lag_12;RDB_Nominal.pct.lag_1;0,06;774,18;Level;Growth_rate;1;1,0;0,9;0;0,55;0;23;0,93;0,22483537851785163
5,2;4,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Spread5Y6M.pct.lag_1;0,81;-1,97;Level;Growth_rate;1;1,0;0,06;0;0,44;0;8;0,93;0,22452277330813863
5,3;4,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;CPI_Excl_Tabac.Diff.lag_1;0,81;84,05;Level;Difference;1;1,0;0,2;1;0,12;0;6;0,93;0,22425588617353154
5,4;4,7;0,0;EUROSTAT_GDPEuroArea.t;RDB_Nominal.pct.t;0,06;338,21;Level;Growth_rate;1;1,0;0,93;0;0,27;0;32;0,93;0,22425498844329772
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;EUSA5_Curncy.lag_1;0,06;127,84;Level;Level;1;1,0;-0,67;0;0,46;0;8;0,92;0,22416347590784713
5,3;4,8;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;CPI_Excl_Tabac.lag_1;0,85;-212,37;Level;Level;1;1,0;0,93;1;0,46;0;12;0,93;0,2240514137551366
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;CPI_Excl_Tabac.lag_1;0,06;92,89;Level;Level;1;1,0;0,92;0;0,54;0;8;0,92;0,22404730556935937
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.t;RDB_Nominal.pct.lag_1;0,06;174,75;Level;Growth_rate;1;1,0;0,93;0;0,31;0;36;0,93;0,22391692655757622
5,4;4,5;0,0;EUROSTAT_GDPEuroArea.lag_1;INSEE_ProductionIndustrielle_France.pct.t;0,06;-174,23;Level;Growth_rate;1;1,0;0,14;1;0,68;0;7;0,93;0,22391246794243247
5,5;5,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;STOXX_EUROSTOXX50.Diff.lag_1;1,19;0,63;Level;Difference;1;1,0;-0,06;1;0,55;0;9;0,92;0,2239072291791233
5,4;4,7;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;RDB_Nominal.pct.t;1,04;797,63;Level;Growth_rate;1;1,0;0,91;0;0,68;0;2;0,93;0,22388550192853052
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.lag_12;RDB_Nominal.pct.t;0,06;863,74;Level;Growth_rate;1;1,0;0,91;0;0,58;0;27;0,93;0,22379703057541778
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;Chomage.lag_3;0,06;-427,99;Level;Level;1;1,0;-0,92;0;0,31;0;5;0,92;0,22234162919911427
5,5;6,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread5Y6M.lag_1;1,21;-806,04;Level;Level;1;1,0;-0,12;0;0,43;0;5;0,93;0,22213870032534078
6,4;5,7;0,0;PIB_Reel.t;Spread5Y3M.Diff.lag_1;330,83;1619,76;Level;Difference;1;1,0;-0,05;0;0,96;0;6;0,9;0,22153353771276085
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.t;INSEE_PIBFR.Diff.lag_1;0,06;-0,16;Level;Difference;1;1,0;0,39;0;0,57;0;39;0,93;0,2204838014143261
6,5;9,3;0,0;RDB_Nominal.t;Spread10Y6M.t;374,77;835,28;Level;Level;1;1,0;-0,35;0;0,9;0;40;0,9;0,22009420946335712
5,4;4,7;0,0;EUROSTAT_GDPEuroArea.t;Spread10Y6M.pct.lag_12;0,06;2,52;Level;Growth_rate;1;1,0;0,06;0;0,06;0;28;0,93;0,22002507739624633
6,5;8,6;0,0;INSEE_PIBFR.lag_12;Spread5Y6M.lag_1;0,39;1343,29;Level;Level;1;1,0;-0,2;0;0,89;0;17;0,9;0,21956153673356216
6,5;9,1;0,0;RDB_Nominal.t;Spread5Y6M.t;371,62;1414,32;Level;Level;1;1,0;-0,18;0;0,81;0;36;0,9;0,2188764991182648
5,2;4,5;0,0;EUROSTAT_GDPEuroArea.lag_12;INSEE_ConsommationFinaleMenagesFR.pct.lag_12;0,06;1156,58;Level;Growth_rate;1;1,0;0,48;0;0,71;0;20;0,93;0,21755047325393484
6,5;9,7;0,0;RDB_Nominal.t;Spread10Y3M.lag_1;373,5;591,88;Level;Level;1;1,0;-0,39;0;0,7;0;38;0,9;0,21374426747234276
7,2;6,3;0,0;SP_SP500.t;EUSA5_Curncy.lag_3;12,62;-1581,46;Level;Level;1;1,0;-0,63;1;0,77;0;0;0,86;0,2118017656222646
5,4;4,5;0,0;EUROSTAT_GDPEuroArea.lag_3;Chomage.Diff.t;0,06;-1746,64;Level;Difference;1;1,0;-0,34;0;0,67;0;27;0,93;0,21130951031119882
5,5;4,9;0,0;EUROSTAT_GDPEuroArea.lag_1;INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_12;0,06;0,36;Level;Difference;1;1,0;0,48;1;0,49;0;7;0,92;0,21105862861823277
5,4;5,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;EUR003M_Index.t;1,08;-2756,31;Level;Level;1;1,0;-0,83;1;0,31;0;18;0,93;0,21097524382009536
5,8;5,9;0,0;EUROSTAT_GDPEuroArea.lag_12;Spread5Y3M.t;0,07;226,4;Level;Level;1;1,0;-0,19;0;0,65;0;52;0,93;0,2107514145376509
6,5;9,7;0,0;RDB_Nominal.t;Spread5Y3M.lag_1;371,66;947,89;Level;Level;1;1,0;-0,25;0;0,5;0;33;0,9;0,20988996482834
5,5;6,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;INSEE_ConfianceMenagesFR.pct.lag_12;1,19;47,96;Level;Growth_rate;1;1,0;-0,09;1;0,36;0;11;0,92;0,20923087390953987
5,5;4,7;0,0;EUROSTAT_GDPEuroArea.t;Spread10Y3M.Diff.t;0,06;-51,43;Level;Difference;1;1,0;0,04;1;0,38;0;40;0,93;0,20878381827700476
5,5;5,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;BBG_TauxOat10Y.lag_12;1,15;-438,18;Level;Level;1;1,0;-0,73;1;0,41;0;12;0,92;0,20858107910600587
6,5;10,1;0,0;RDB_Nominal.lag_1;Spread10Y6M.lag_1;379,43;625,27;Level;Level;1;1,0;-0,36;0;0,68;0;53;0,9;0,20779974018496072
7,1;5,4;0,0;SP_SP500.lag_1;EURONEXT_CAC40.pct.t;13,6;-89,12;Level;Growth_rate;1;1,0;-0,1;1;0,24;0;73;0,89;0,20751187261105997
6,5;7,8;0,0;PIB_Reel.lag_12;Spread6M3M.lag_1;397,17;14855,38;Level;Level;1;1,0;-0,67;0;0,2;0;2;0,9;0,2060720274698744
5,7;5,5;0,0;EUROSTAT_GDPEuroArea.lag_12;SpreadOat10Y3M.lag_3;0,06;-326,28;Level;Level;1;1,0;-0,52;0;0,78;0;53;0,93;0,20506887408679708
6,8;8,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;Spread10Y3M.Diff.t;1,32;1806,46;Level;Difference;1;1,0;-0,04;0;0,41;0;18;0,89;0,20495507977598104
6,5;9,1;0,0;RDB_Nominal.lag_1;SpreadOat10Y3M.Diff.lag_1;374,58;910,09;Level;Difference;1;1,0;-0,02;0;0,71;0;59;0,9;0,20408029754481516
6,4;10,4;0,0;RDB_Nominal.lag_3;INSEE_PIBFR.Diff.t;382,97;0,26;Level;Difference;1;1,0;0,19;0;0,43;0;25;0,9;0,20397133892587405
6,5;9,8;0,0;RDB_Nominal.t;Spread5Y6M.lag_1;370,32;832,53;Level;Level;1;1,0;-0,19;0;0,48;0;35;0,9;0,20260762494473494
5,4;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread5Y6M.pct.lag_12;0,06;-0,07;Level;Growth_rate;1;1,0;0,12;0;0,31;0;19;0,93;0,20170312438297078
5,9;6,5;0,0;INSEE_ConsommationFinaleMenagesFR.t;CPI_Excl_Tabac.lag_3;0,68;298,25;Level;Level;1;1,0;0,89;1;0,19;0;32;0,91;0,2008447811534202
5,4;4,7;0,0;EUROSTAT_GDPEuroArea.t;Spread10Y3M.pct.lag_12;0,06;2,79;Level;Growth_rate;1;1,0;0,14;0;0,05;0;29;0,93;0,2003851549438913
5,9;6,6;0,0;INSEE_ConsommationFinaleMenagesFR.lag_1;CPI_Excl_Tabac.lag_1;0,65;471,76;Level;Level;1;1,0;0,9;0;0,34;0;22;0,91;0,19961256734871313
5,5;4,8;0,0;EUROSTAT_GDPEuroArea.lag_1;INSEE_ConfianceMenagesFR.Diff.lag_3;0,06;-27,58;Level;Difference;1;1,0;-0,1;1;0,52;0;7;0,92;0,19917639868751014
5,8;4,9;0,0;INSEE_ConsommationFinaleMenagesFR.t;EUSA10_Curncy.t;0,78;1186,68;Level;Level;1;1,0;-0,7;0;0,44;0;26;0,92;0,19884826203936534
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread5Y3M.lag_3;0,06;225,55;Level;Level;1;1,0;-0,23;0;0,5;0;8;0,92;0,19882829334966046
5,4;4,7;0,0;EUROSTAT_GDPEuroArea.t;Spread5Y6M.pct.lag_12;0,06;0,63;Level;Growth_rate;1;1,0;0,1;0;0,18;0;32;0,93;0,19801710407430895
5,3;5,9;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;INSEE_ConfianceMenagesFR.pct.lag_12;0,81;19,21;Level;Growth_rate;1;1,0;-0,06;1;0,48;0;10;0,93;0,19775866478904347
5,5;6,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Spread5Y3M.lag_3;1,18;-956,15;Level;Level;1;1,0;-0,19;0;0,19;0;15;0,92;0,19700588548105102
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.t;EUSA5_Curncy.lag_1;0,06;252,61;Level;Level;1;1,0;-0,68;0;0,43;0;38;0,93;0,19507351503728776
6,2;6,6;0,0;PIB_Reel.lag_12;EUROSTAT_GDPEuroArea.Diff.t;383,56;0,12;Level;Difference;1;1,0;-0,07;1;0,73;0;20;0,91;0,1950481858969364
5,5;4,7;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;EUSA5_Curncy.lag_12;1,16;-966,74;Level;Level;1;1,0;-0,66;1;0,53;0;8;0,93;0,19503305001784565
5,5;6,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Spread5Y6M.lag_1;1,19;-972,94;Level;Level;1;1,0;-0,11;0;0,22;0;9;0,92;0,19490183683498752
6,3;5,6;0,0;PIB_Reel.t;Chomage.t;339,31;233,97;Level;Level;1;1,0;-0,96;1;0,63;0;6;0,9;0,1947760358300471
